feature,importance
FORCEPREHENSION,0.03945506575006895
SF36-Physical functioning,0.026903696949096688
rightHandV1_baseline,0.02393016190555096
SPPB06,0.019240709978895515
Sexe,0.018856976435135293
SCORE TOTAL SPPB,0.016389421903886307
leftHandV2_baseline,0.014197622586866543
Ste_FFTqaML_LB_follow-up,0.013674785943757822
EXAMCLIN01_SQ003_SQ001_,0.013516309713354296
Sta_Att_aAP_follow-up,0.012535369452579048
Ste_FFTqaCC_LB_follow-up,0.011761642102918435
rightHandV2_baseline,0.01173286361858068
SPPB7,0.011705711491458489
Sta_Att_aAP_baseline,0.010681394314162995
AvgSpeed_follow-up,0.01018323687861823
Sta_Att_gML_follow-up,0.009677665340080216
DoubleStance_follow-up,0.009610498077013373
MNAEVALGLOBALESCORE,0.009532918373495677
EXAMCLIN02,0.009148818716107093
rightHandV1_follow-up,0.008568797017703597
Sta_ROM_lML_follow-up,0.008068783229706052
Ste_FFTqgCC_LB_follow-up,0.007683416170109888
SF3609_SQ007_,0.0076821732277022325
FROPCOM0027,0.007351261393514319
Ste_FFTqgML_LB_baseline,0.007289897962144384
Smo_Ent_GyrZWaist_follow-up,0.007159128034190632
SCORE FROP COM HORS AMTS SCORE FROPCOM0011,0.00714158174711005
FRAGIRE CALCUL TEST 3 VITMARCH.,0.006732332399382238
CycleVariability_baseline,0.0066696202209969
rightHandV2_follow-up,0.0065713285632670315
Smo_Ent_GyrZWaist_baseline,0.006534794885119481
AvgSpeed_baseline,0.006518695690461804
SPPB9,0.006178492042324492
Ste_FFTqaAP_LB_follow-up,0.005903857890617472
Ste_cvSwT_L_follow-up,0.005861721541810178
leftHandV1_baseline,0.0052661718513590736
Ste_FFTqgAP_LB_follow-up,0.005163952969237607
Sta_Att_aML_follow-up,0.005075374068187969
SF3603_SQ006_,0.005053347719620086
SF3603_SQ003_,0.005022585987154712
ICOPE LOCOMOTION LEVER DE CHAISE NEGATIF,0.0049984065435351175
HADS TOTAL D,0.004928567722350459
Sta_Lyap_GyrZWaist_baseline,0.004860839686445168
coefficient_sway_direction_ML_AND_AP_YF_follow-up,0.004772622663897951
MeanStepDuration_follow-up,0.004577620665127848
Sta_Lyap_AccXWaist_follow-up,0.004385854003085652
Ste_P2_aCC_LB2_follow-up,0.00437955107733128
CycleVariability_follow-up,0.004227605106951563
SF36-General health,0.00420881094302101
zero_crossing_SPD_ML_YO_baseline,0.004187724180420786
long_time_scaling_Diffusion_ML_YF_follow-up,0.0039274392309675615
Ste_FFTqgML_LB_follow-up,0.003894070473706053
Ste_FFTqaAP_LB_baseline,0.00384396274987336
SF3603_SQ001_,0.0038281869995379844
HADS005,0.0037739361120220404
SF3609_SQ008_,0.0037401929458498627
critical_time_Diffusion_ML_YF_follow-up,0.0036669604918780573
Smo_ROM_anML_baseline,0.0036027484953860024
Sta_RMS_gAP_LB_follow-up,0.003532141054908587
Sta_Lyap_AccZWaist_baseline,0.0035274389089376495
Syn_ffT_baseline,0.0035115730704135357
HADS TOTAL A,0.003420484683649464
SF36-29,0.0032849519453751253
mean_frequency_ML_YO_baseline,0.0032779918185631162
Sta_Lyap_GyrZWaist_follow-up,0.0032634245540169556
Sta_Att_aML_baseline,0.0032227806647019664
Sta_RMS_gAP_LB_baseline,0.00321450737255054
Sta_Att_gCC_follow-up,0.003104350373096396
Sta_Lyap_GyrYWaist_baseline,0.0031013402432243974
Sta_Att_gCC_baseline,0.0030930539389561846
Smo_Ent_AccYWaist_baseline,0.0030528710582977633
Sta_Att_gAP_follow-up,0.0030490476973208825
zero_crossing_SPD_ML_YF_baseline,0.0030460001946622122
SPPB09 - COTATION,0.0030232223117599836
