feature,importance
SF36-36,0.037703075
FRAGIRE17,0.020436447
Sta_RMS_gAP_LB_follow-up,0.01871334
total_power_Power_Spectrum_Density_AP_YF_follow-up,0.017326754
short_time_scaling_Diffusion_ML_YO_follow-up,0.017306644
Ste_P2_aAP_LB2_follow-up,0.017114274
LFS_ML_AND_AP_YF_baseline,0.01607326
Ste_P2_aAP_LB2_baseline,0.013718168
SF36-Pain,0.01343929
long_time_diffusion_Diffusion_AP_YF_follow-up,0.013403261
Ste_FFTqgAP_LB_follow-up,0.013094765
SF3608,0.01252393
mean_value_AP_YO_follow-up,0.012285719
Sta_Att_gAP_baseline,0.011909421
Stu_RMS_aAPF_follow-up,0.011683667
Stu_RMS_aCCF_follow-up,0.011325066
range_ratio_ML_AND_AP_YF_baseline,0.0110438485
long_time_scaling_Diffusion_AP_YF_follow-up,0.010397224
MNADEPISTAGESCORE,0.01028711
RoliTronc_follow-up,0.01024376
Sym_HRaCC_LB_follow-up,0.009838503
critical_time_Diffusion_AP_YO_follow-up,0.009397687
critical_time_Diffusion_ML_YO_follow-up,0.009236406
SCORE TOTAL SPPB,0.008936332
Sta_Lyap_GyrXWaist_baseline,0.008845915
mean_value_ML_YO_follow-up,0.008792028
mean_peak_Sway_Density_YO_follow-up,0.008733438
Ste_FFTqaAP_LB_follow-up,0.008443315
principal_sway_direction_ML_AND_AP_YO_baseline,0.00828016
Sta_Att_gAP_follow-up,0.008206759
SPPB_06_07_Variation_Vitesse_Relative,0.007964705
Sym_HRaAP_LB_follow-up,0.007570704
DoubleStance_follow-up,0.007411327
critical_time_Diffusion_ML_YO_baseline,0.0073488643
fractal_dimension_ML_AND_AP_YF_follow-up,0.0071253246
critical_time_Diffusion_AP_YO_baseline,0.0071243905
Variation du poids,0.0070653707
maximal_distance_ML_YF_follow-up,0.006791656
leftHandV1_baseline,0.0066601606
zero_crossing_SPD_AP_YO_baseline,0.006303071
frequency_mode_Power_Spectrum_Density_ML_YF_follow-up,0.006265993
Sym_P1P2_aCC_LB2_follow-up,0.00614205
DoubleStance_baseline,0.006125848
SF3609_SQ005_,0.005939532
CycleVariability_follow-up,0.0058860024
MFESCALE Dimension activites d exterieur  items_10_14,0.0057454
Ste_cvSwT_L_baseline,0.005730681
Sta_Att_aAP_follow-up,0.0057169436
FROPCOM0013,0.005615939
HHIE01_SQ009_,0.005584826
AvgSpeed_follow-up,0.0055555394
SwingMeanStrideDuration_baseline,0.005553252
frequency_dispersion_Power_Spectrum_Density_AP_YO_follow-up,0.005476709
fractal_dimension_ML_AND_AP_YO_follow-up,0.005460986
Smo_Ent_AccZWaist_baseline,0.005446803
EXAMCLIN02,0.0053984257
MNAEVALGLOBALEP,0.0053715715
power_frequency_50_Power_Spectrum_Density_ML_YF_follow-up,0.0053693755
FRAGIRE CALCUL TEST 3 VITMARCH.,0.0051691663
SCORE EPICE GLOBAL,0.005114318
range_ratio_ML_AND_AP_YO_follow-up,0.005028268
Sta_Att_gCC_follow-up,0.0048978934
Ste_cvSwT_R_follow-up,0.004867366
SPPB06,0.004607287
power_frequency_50_Power_Spectrum_Density_ML_YF_baseline,0.004555457
SF36-General health,0.004522036
Sway_Density_YF_baseline,0.004483409
LFS_ML_AND_AP_YO_follow-up,0.0044609723
SF36-Role limitations due to physical health ,0.0044294563
MMSE05ATTETCALCUL_SQ004_,0.004339072
HHIE01_SQ004_,0.004269003
SCORE FROP COM HORS AMTS SCORE FROPCOM0011,0.0042506377
FROPCOM0007_SQ007_,0.004248988
frequency_dispersion_Power_Spectrum_Density_ML_YF_follow-up,0.0042120875
SPPB9,0.0041782893
Sta_Att_aAP_baseline,0.004159717
mean_value_AP_YF_baseline,0.0041489615
RoliTronc_baseline,0.004091072
mean_frequency_ML_YF_follow-up,0.004058435
Sta_Lyap_GyrYWaist_baseline,0.0039608916
MFESCALE000_SQ013_,0.0038891844
power_frequency_95_Power_Spectrum_Density_AP_YF_follow-up,0.0038200028
total_power_Power_Spectrum_Density_AP_YO_follow-up,0.0038141795
principal_sway_direction_ML_AND_AP_YF_follow-up,0.003795152
critical_time_Diffusion_ML_YF_follow-up,0.003731845
coefficient_sway_direction_ML_AND_AP_YO_baseline,0.0037002205
Score_YO_baseline,0.0036685388
SF3603_SQ002_,0.0036036973
